sTimeStemp, sLongitude, sLatitude, sheight, sCQI, sRSRP
, 9.504315, 53.932629, , 8, -108
, 9.504259, 53.932682, , 12, -98
, 9.504207, 53.932728, , 12, -116
, 9.504168, 53.932762, , 9, -98
, 9.504135, 53.932793, , 12, -122
, 9.504105, 53.932816, , 7, -98
, 9.504079, 53.932835, , 7, -100
, 9.504059, 53.932850, , 6, -117
, 9.504048, 53.932861, , 8, -110
, 9.504041, 53.932869, , 6, -110
, 9.504034, 53.932873, , 9, -119
, 9.504032, 53.932873, , 7, -126
, 9.504032, 53.932873, , 8, -129
, 9.504032, 53.932873, , 9, -94
, 9.504024, 53.932880, , 6, -123
, 9.504007, 53.932892, , 12, -103
, 9.503987, 53.932907, , 10, -101
, 9.503959, 53.932934, , 10, -128
, 9.503922, 53.932964, , 6, -108
, 9.503879, 53.933006, , 12, -119
, 9.503829, 53.933052, , 10, -109
, 9.503778, 53.933094, , 7, -127
, 9.503729, 53.933140, , 9, -105
, 9.503676, 53.933186, , 9, -114
, 9.503619, 53.933239, , 7, -100
, 9.503555, 53.933296, , 8, -126
, 9.503485, 53.933361, , 9, -98
, 9.503412, 53.933426, , 10, -92
, 9.503338, 53.933491, , 8, -96
, 9.503263, 53.933559, , 9, -96
, 9.503187, 53.933628, , 12, -108
, 9.503111, 53.933701, , 11, -100
, 9.503037, 53.933769, , 8, -112
, 9.502961, 53.933838, , 7, -111
, 9.502882, 53.933910, , 6, -94
, 9.502801, 53.933983, , 7, -102
, 9.502723, 53.934052, , 10, -100
, 9.502647, 53.934120, , 12, -95
, 9.502577, 53.934181, , 6, -127
, 9.502510, 53.934242, , 10, -103
, 9.502449, 53.934296, , 9, -130
, 9.502394, 53.934349, , 10, -120
, 9.502343, 53.934399, , 11, -101
, 9.502301, 53.934448, , 7, -99
, 9.502265, 53.934494, , 6, -105
, 9.502230, 53.934544, , 10, -121
, 9.502193, 53.934597, , 6, -92
, 9.502159, 53.934643, , 8, -127
, 9.502130, 53.934681, , 11, -114
, 9.502101, 53.934723, , 11, -93
, 9.502073, 53.934761, , 9, -92
, 9.502042, 53.934803, , 8, -118
, 9.502001, 53.934856, , 9, -104
, 9.501952, 53.934914, , 9, -101
, 9.501900, 53.934982, , 12, -101
, 9.501840, 53.935051, , 12, -119
, 9.501774, 53.935135, , 7, -101
, 9.501699, 53.935223, , 8, -95
, 9.501622, 53.935314, , 12, -111
, 9.501544, 53.935406, , 6, -109
, 9.501461, 53.935497, , 8, -115
, 9.501376, 53.935585, , 8, -112
, 9.501284, 53.935669, , 7, -92
, 9.501185, 53.935760, , 10, -105
, 9.501086, 53.935848, , 8, -100
, 9.500985, 53.935936, , 6, -103
, 9.500883, 53.936024, , 8, -103
, 9.500778, 53.936111, , 7, -108
, 9.500670, 53.936195, , 11, -116
, 9.500558, 53.936275, , 11, -128
, 9.500443, 53.936356, , 8, -114
, 9.500328, 53.936436, , 11, -118
, 9.500213, 53.936512, , 11, -116
, 9.500096, 53.936584, , 6, -117
, 9.499978, 53.936661, , 10, -112
, 9.499859, 53.936737, , 7, -119
, 9.499741, 53.936817, , 8, -122
, 9.499619, 53.936893, , 10, -128
, 9.499497, 53.936970, , 9, -99
, 9.499372, 53.937046, , 6, -109
, 9.499249, 53.937126, , 6, -98
, 9.499127, 53.937206, , 8, -124
, 9.499010, 53.937286, , 10, -123
, 9.498898, 53.937374, , 12, -111
, 9.498792, 53.937462, , 9, -102
, 9.498694, 53.937553, , 7, -110
, 9.498605, 53.937645, , 11, -93
, 9.498521, 53.937740, , 7, -95
, 9.498444, 53.937836, , 9, -127
, 9.498370, 53.937931, , 11, -95
, 9.498303, 53.938026, , 12, -120
, 9.498245, 53.938122, , 12, -94
, 9.498189, 53.938221, , 10, -99
, 9.498138, 53.938316, , 8, -125
, 9.498086, 53.938416, , 6, -124
, 9.498034, 53.938511, , 6, -94
, 9.497979, 53.938606, , 8, -123
, 9.497926, 53.938702, , 6, -113
, 9.497869, 53.938801, , 6, -105
, 9.497816, 53.938900, , 10, -108
, 9.497765, 53.938999, , 8, -109
, 9.497716, 53.939095, , 11, -94
, 9.497673, 53.939190, , 8, -105
, 9.497634, 53.939274, , 9, -113
, 9.497603, 53.939350, , 12, -102
, 9.497575, 53.939419, , 9, -112
, 9.497551, 53.939480, , 6, -125
, 9.497529, 53.939537, , 10, -100
, 9.497510, 53.939587, , 11, -115
, 9.497493, 53.939632, , 9, -98
, 9.497476, 53.939674, , 12, -98
, 9.497460, 53.939709, , 8, -117
, 9.497451, 53.939743, , 11, -121
, 9.497440, 53.939770, , 7, -108
, 9.497434, 53.939796, , 12, -99
, 9.497428, 53.939812, , 11, -96
, 9.497425, 53.939819, , 8, -125
, 9.497426, 53.939823, , 9, -114
, 9.497426, 53.939823, , 9, -129
, 9.497426, 53.939823, , 10, -94
, 9.497426, 53.939823, , 7, -97
, 9.497422, 53.939838, , 7, -117
, 9.497416, 53.939857, , 10, -110
, 9.497405, 53.939884, , 11, -124
, 9.497392, 53.939919, , 10, -122
, 9.497376, 53.939957, , 10, -104
, 9.497360, 53.939999, , 6, -98
, 9.497345, 53.940037, , 10, -109
, 9.497330, 53.940071, , 6, -111
, 9.497313, 53.940113, , 7, -129
, 9.497294, 53.940163, , 9, -93
, 9.497276, 53.940212, , 9, -125
, 9.497261, 53.940258, , 12, -106
, 9.497248, 53.940308, , 6, -94
, 9.497234, 53.940361, , 10, -124
, 9.497219, 53.940414, , 8, -98
, 9.497206, 53.940464, , 11, -106
, 9.497199, 53.940506, , 9, -130
, 9.497191, 53.940552, , 10, -127
, 9.497183, 53.940620, , 10, -123
, 9.497173, 53.940708, , 8, -129
, 9.497161, 53.940823, , 12, -103
, 9.497143, 53.940948, , 7, -125
, 9.497121, 53.941082, , 11, -109
, 9.497104, 53.941212, , 9, -94
, 9.497094, 53.941345, , 8, -94
, 9.497092, 53.941479, , 11, -107
, 9.497092, 53.941608, , 9, -118
, 9.497091, 53.941742, , 8, -128
, 9.497089, 53.941872, , 8, -129
, 9.497085, 53.941998, , 9, -95
, 9.497081, 53.942127, , 9, -114
, 9.497076, 53.942253, , 12, -100
, 9.497068, 53.942383, , 12, -112
, 9.497046, 53.942509, , 8, -104
, 9.497005, 53.942638, , 12, -129
, 9.496946, 53.942764, , 11, -129
, 9.496875, 53.942890, , 10, -115
, 9.496791, 53.943016, , 12, -100
, 9.496697, 53.943138, , 12, -101
, 9.496601, 53.943260, , 11, -110
, 9.496505, 53.943382, , 9, -103
, 9.496412, 53.943501, , 12, -115
, 9.496317, 53.943619, , 6, -124
, 9.496222, 53.943737, , 6, -121
, 9.496127, 53.943855, , 10, -108
, 9.496035, 53.943966, , 10, -105
, 9.495940, 53.944084, , 11, -111
, 9.495846, 53.944199, , 9, -108
, 9.495753, 53.944313, , 11, -114
, 9.495661, 53.944431, , 7, -118
, 9.495569, 53.944546, , 7, -101
, 9.495476, 53.944660, , 6, -121
, 9.495382, 53.944775, , 6, -100
, 9.495290, 53.944889, , 12, -127
, 9.495199, 53.945000, , 8, -108
, 9.495107, 53.945114, , 7, -104
, 9.495014, 53.945229, , 7, -94
, 9.494925, 53.945343, , 8, -99
, 9.494841, 53.945457, , 9, -111
, 9.494763, 53.945572, , 11, -100
, 9.494694, 53.945690, , 8, -129
, 9.494628, 53.945808, , 6, -118
, 9.494567, 53.945927, , 8, -124
, 9.494511, 53.946045, , 8, -125
, 9.494460, 53.946167, , 12, -115
, 9.494418, 53.946285, , 12, -112
, 9.494382, 53.946404, , 9, -112
, 9.494350, 53.946518, , 7, -102
, 9.494329, 53.946632, , 10, -105
, 9.494311, 53.946743, , 7, -121
, 9.494297, 53.946857, , 7, -130
, 9.494288, 53.946972, , 12, -127
, 9.494289, 53.947090, , 9, -92
, 9.494296, 53.947205, , 9, -99
, 9.494306, 53.947319, , 6, -102
, 9.494314, 53.947433, , 6, -117
, 9.494322, 53.947548, , 10, -113
, 9.494330, 53.947659, , 12, -122
, 9.494339, 53.947773, , 11, -103
, 9.494348, 53.947887, , 12, -92
, 9.494356, 53.948006, , 9, -98
, 9.494365, 53.948120, , 7, -94
, 9.494378, 53.948238, , 10, -105
, 9.494391, 53.948353, , 6, -102
, 9.494400, 53.948467, , 10, -105
, 9.494407, 53.948582, , 6, -96
, 9.494414, 53.948692, , 7, -110
, 9.494418, 53.948799, , 10, -117
, 9.494422, 53.948906, , 7, -95
, 9.494425, 53.949009, , 12, -115
, 9.494430, 53.949112, , 11, -112
, 9.494433, 53.949211, , 6, -126
, 9.494436, 53.949310, , 8, -106
, 9.494442, 53.949406, , 11, -127
, 9.494447, 53.949501, , 9, -130
, 9.494458, 53.949589, , 12, -93
, 9.494481, 53.949673, , 11, -119
, 9.494507, 53.949745, , 11, -116
, 9.494523, 53.949810, , 11, -93
, 9.494530, 53.949863, , 9, -100
, 9.494534, 53.949902, , 11, -103
, 9.494537, 53.949932, , 6, -113
, 9.494539, 53.949951, , 10, -124
, 9.494540, 53.949959, , 6, -125
, 9.494539, 53.949963, , 12, -105
, 9.494539, 53.949963, , 6, -98
, 9.494539, 53.949963, , 11, -112
, 9.494539, 53.949963, , 7, -92
, 9.494539, 53.949963, , 11, -126
, 9.494539, 53.949963, , 10, -92
, 9.494539, 53.949963, , 11, -129
, 9.494539, 53.949963, , 7, -104
, 9.494539, 53.949963, , 10, -124
, 9.494539, 53.949963, , 6, -94
, 9.494538, 53.949978, , 11, -123
, 9.494538, 53.950005, , 9, -123
, 9.494535, 53.950043, , 9, -126
, 9.494536, 53.950089, , 9, -129
, 9.494537, 53.950134, , 8, -109
, 9.494541, 53.950191, , 9, -123
, 9.494548, 53.950249, , 9, -104
, 9.494555, 53.950314, , 7, -97
, 9.494562, 53.950382, , 12, -125
, 9.494564, 53.950455, , 7, -118
, 9.494563, 53.950531, , 6, -101
, 9.494561, 53.950607, , 10, -105
, 9.494557, 53.950687, , 8, -111
, 9.494550, 53.950760, , 12, -99
, 9.494534, 53.950840, , 9, -113
, 9.494512, 53.950916, , 11, -113
, 9.494500, 53.950996, , 6, -124
, 9.494496, 53.951080, , 8, -104
, 9.494494, 53.951168, , 6, -96
, 9.494489, 53.951260, , 8, -102
, 9.494481, 53.951355, , 12, -122
, 9.494473, 53.951454, , 10, -121
, 9.494455, 53.951557, , 10, -115
, 9.494434, 53.951672, , 9, -125
, 9.494411, 53.951794, , 11, -116
, 9.494387, 53.951920, , 11, -110
, 9.494366, 53.952049, , 6, -100
, 9.494343, 53.952179, , 12, -130
, 9.494321, 53.952316, , 10, -95
, 9.494299, 53.952457, , 11, -94
, 9.494277, 53.952602, , 7, -102
, 9.494254, 53.952747, , 9, -95
, 9.494232, 53.952892, , 11, -128
, 9.494210, 53.953041, , 6, -118
, 9.494187, 53.953194, , 8, -110
, 9.494164, 53.953350, , 11, -128
, 9.494139, 53.953503, , 11, -114
, 9.494111, 53.953659, , 8, -99
, 9.494078, 53.953812, , 6, -117
, 9.494032, 53.953964, , 6, -92
, 9.493976, 53.954117, , 6, -100
, 9.493909, 53.954266, , 12, -126
, 9.493838, 53.954411, , 11, -120
, 9.493770, 53.954548, , 9, -119
, 9.493703, 53.954674, , 7, -117
, 9.493643, 53.954788, , 6, -124
, 9.493591, 53.954887, , 6, -112
, 9.493546, 53.954975, , 9, -122
, 9.493509, 53.955048, , 10, -102
, 9.493484, 53.955105, , 9, -110
, 9.493464, 53.955154, , 7, -124
, 9.493449, 53.955193, , 11, -119
, 9.493438, 53.955219, , 10, -104
, 9.493429, 53.955231, , 11, -107
, 9.493426, 53.955235, , 8, -127
, 9.493426, 53.955235, , 12, -120
, 9.493426, 53.955235, , 11, -99
, 9.493426, 53.955235, , 12, -116
, 9.493426, 53.955235, , 11, -113
, 9.493426, 53.955235, , 7, -110
, 9.493426, 53.955235, , 10, -99
, 9.493426, 53.955235, , 6, -92
, 9.493426, 53.955235, , 9, -107
, 9.493426, 53.955235, , 12, -120
, 9.493424, 53.955242, , 12, -124
, 9.493418, 53.955257, , 7, -115
, 9.493400, 53.955288, , 12, -110
, 9.493374, 53.955334, , 11, -97
, 9.493340, 53.955399, , 12, -104
, 9.493296, 53.955482, , 9, -129
, 9.493239, 53.955585, , 9, -98
, 9.493174, 53.955704, , 12, -124
, 9.493103, 53.955826, , 9, -100
, 9.493038, 53.955952, , 8, -119
, 9.492987, 53.956078, , 9, -124
, 9.492948, 53.956200, , 9, -122
, 9.492914, 53.956322, , 9, -93
, 9.492888, 53.956425, , 12, -112
, 9.492872, 53.956520, , 6, -98
, 9.492858, 53.956596, , 11, -93
, 9.492847, 53.956657, , 11, -110
, 9.492841, 53.956703, , 11, -122
, 9.492834, 53.956741, , 12, -111
, 9.492829, 53.956764, , 8, -117
, 9.492828, 53.956783, , 6, -128
, 9.492829, 53.956799, , 8, -129
, 9.492822, 53.956818, , 12, -125
, 9.492791, 53.956841, , 6, -100
, 9.492730, 53.956867, , 12, -96
, 9.492641, 53.956879, , 9, -104
, 9.492527, 53.956882, , 7, -104
, 9.492394, 53.956879, , 11, -104
, 9.492248, 53.956879, , 10, -94
, 9.492084, 53.956886, , 12, -94
, 9.491904, 53.956894, , 10, -121
, 9.491713, 53.956905, , 11, -125
, 9.491511, 53.956913, , 12, -109
, 9.491302, 53.956921, , 8, -93
, 9.491090, 53.956928, , 6, -104
, 9.490876, 53.956932, , 7, -93
, 9.490669, 53.956940, , 8, -92
, 9.490469, 53.956944, , 7, -113
, 9.490272, 53.956947, , 11, -114
, 9.490074, 53.956955, , 8, -115
, 9.489876, 53.956963, , 12, -126
, 9.489675, 53.956970, , 9, -123
, 9.489470, 53.956982, , 7, -125
, 9.489259, 53.956989, , 10, -129
, 9.489045, 53.957001, , 11, -129
, 9.488830, 53.957008, , 9, -130
, 9.488614, 53.957012, , 10, -112
, 9.488400, 53.957020, , 11, -98
, 9.488189, 53.957027, , 8, -120
, 9.487977, 53.957035, , 7, -117
, 9.487767, 53.957043, , 11, -127
, 9.487567, 53.957047, , 10, -122
, 9.487378, 53.957050, , 10, -108
, 9.487202, 53.957047, , 8, -119
, 9.487049, 53.957039, , 9, -120
, 9.486920, 53.957031, , 12, -120
, 9.486812, 53.957035, , 10, -112
, 9.486721, 53.957054, , 6, -111
, 9.486649, 53.957092, , 10, -109
, 9.486595, 53.957146, , 11, -102
, 9.486560, 53.957207, , 12, -119
, 9.486528, 53.957283, , 7, -127
, 9.486501, 53.957371, , 7, -122
, 9.486485, 53.957466, , 8, -95
, 9.486485, 53.957561, , 7, -116
, 9.486508, 53.957657, , 7, -112
, 9.486560, 53.957745, , 7, -93
, 9.486640, 53.957829, , 9, -98
, 9.486734, 53.957901, , 9, -117
, 9.486817, 53.957970, , 9, -103
, 9.486894, 53.958027, , 11, -115
, 9.486958, 53.958080, , 10, -111
, 9.486990, 53.958130, , 6, -121
, 9.486984, 53.958168, , 8, -125
, 9.486954, 53.958195, , 9, -121
, 9.486911, 53.958214, , 7, -101
, 9.486849, 53.958237, , 9, -113
, 9.486766, 53.958263, , 9, -110
, 9.486675, 53.958298, , 12, -108
, 9.486585, 53.958328, , 6, -113
, 9.486491, 53.958363, , 7, -115
, 9.486398, 53.958393, , 6, -126
, 9.486307, 53.958427, , 6, -113
, 9.486220, 53.958458, , 6, -104
, 9.486136, 53.958488, , 12, -123
, 9.486055, 53.958511, , 6, -117
, 9.485979, 53.958515, , 6, -125
, 9.485914, 53.958504, , 12, -112
, 9.485869, 53.958481, , 10, -104
, 9.485828, 53.958458, , 12, -95
, 9.485772, 53.958447, , 11, -123
, 9.485706, 53.958447, , 9, -129
, 9.485646, 53.958454, , 7, -115
, 9.485594, 53.958466, , 6, -100
, 9.485565, 53.958485, , 9, -129
, 9.485569, 53.958508, , 12, -96
, 9.485582, 53.958523, , 7, -127
, 9.485596, 53.958530, , 9, -114
, 9.485602, 53.958534, , 8, -112
, 9.485612, 53.958542, , 8, -104
, 9.485612, 53.958542, , 7, -102
, 9.485612, 53.958542, , 7, -120
, 9.485612, 53.958542, , 7, -98
, 9.485612, 53.958542, , 11, -120
, 9.485612, 53.958542, , 9, -130
, 9.485612, 53.958542, , 11, -121
, 9.485612, 53.958542, , 10, -125
, 9.485612, 53.958542, , 10, -128
, 9.485612, 53.958542, , 12, -92
, 9.485612, 53.958542, , 12, -102
, 9.485612, 53.958542, , 8, -122
, 9.485612, 53.958542, , 7, -96
